Posição (mm) - Plot 0	Força (N) - Plot 0	Posição (mm) - Plot 1	Força (N) - Plot 1
1,232	23,709		
1,242	28,524		
1,254	21,301		
1,266	21,301		
1,278	20,004		
1,288	9,446		
1,3	-2,778		
1,312	-9,632		
1,323	-7,224		
1,335	12,225		
1,349	17,596		
1,361	11,113		
1,374	9,632		
1,385	21,856		
1,397	9,446		
1,411	15,559		
1,422	23,153		
1,434	21,671		
1,445	25,19		
1,456	31,488		
1,468	16,67		
1,48	8,706		
1,492	8,891		
1,504	18,893		
1,515	15,188		
1,527	9,632		
1,538	-1,111		
1,55	-7,779		
1,56	16,67		
1,571	16,485		
1,583	20,745		
1,593	25,561		
1,605	25,561		
1,615	24,079		
1,625	16,67		
1,637	15,003		
1,649	12,04		
1,663	6,483		
1,674	1,111		
1,685	-6,298		
1,696	-6,853		
1,708	2,037		
1,718	14,447		
1,73	17,226		
1,742	17,226		
1,752	25,19		
1,765	17,041		
1,776	-3,149		
1,787	1,482		
1,798	7,779		
1,81	17,411		
1,822	28,524		
1,835	29,451		
1,85	28,524		
1,864	15,744		
1,877	10,373		
1,89	22,412		
1,905	22,782		
1,917	21,301		
1,929	20,745		
1,942	8,335		
1,954	11,299		
1,966	12,04		
1,977	-2,223		
1,988	-5,371		
2	9,261		
2,01	14,447		
2,022	-1,852		
2,033	13,707		
2,043	14,633		
2,055	6,298		
2,067	5,371		
2,077	3,334		
2,09	-2,964		
2,103	2,408		
2,117	17,411		
2,129	22,597		
2,144	32,785		
2,155	37,23		
2,167	33,155		
2,18	27,413		
2,195	27,969		
2,208	26,302		
2,22	30,562		
2,232	18,152		
2,244	7,409		
2,255	1,667		
2,268	-1,482		
2,28	1,667		
2,292	10,373		
2,304	6,668		
2,317	8,335		
2,328	20,93		
2,339	20,93		
2,352	30,191		
2,365	24,449		
2,378	15,003		
2,391	5,557		
2,404	2,037		
2,417	-10,187		
2,429	-10,743		
2,442	2,037		
2,454	-2,408		
2,465	-11,299		
2,478	5,742		
2,492	20,004		
2,504	24,635		
2,517	17,967		
2,531	22,042		
2,544	20,745		
2,56	6,112		
2,573	-8,15		
2,587	-9,261		
2,599	-5,001		
2,611	6,483		
2,623	20,004		
2,634	22,968		
2,646	19,078		
2,656	24,82		
2,667	21,301		
2,68	16,114		
2,691	17,041		
2,702	11,299		
2,713	12,41		
2,724	10,002		
2,736	17,226		
2,749	9,632		
2,764	5,001		
2,78	1,667		
2,793	-8,891		
2,805	-5,371		
2,817	-1,482		
2,83	0,37		
2,844	12,78		
2,857	16,67		
2,868	29,451		
2,879	17,781		
2,892	1,111		
2,904	7,779		
2,917	9,446		
2,93	20,189		
2,943	20,189		
2,956	19,634		
2,969	20,93		
2,982	11,484		
2,994	7,224		
3,005	2,964		
3,016	-9,261		
3,028	4,445		
3,041	22,782		
3,051	17,967		
3,064	15,003		
3,075	22,042		
3,086	8,706		
3,098	0,741		
3,11	11,484		
3,122	7,409		
3,134	9,261		
3,144	14,633		
3,158	23,709		
3,171	17,411		
3,183	12,41		
3,196	17,226		
3,209	20,93		
3,22	7,224		
3,232	10,187		
3,244	27,043		
3,254	17,596		
3,266	17,596		
3,277	21,115		
3,288	31,858		
3,3	23,894		
3,312	15,929		
3,324	6,298		
3,337	-10,373		
3,348	-13,892		
3,359	-12,225		
3,37	-5,557		
3,381	2,223		
3,392	11,854		
3,402	18,337		
3,413	22,968		
3,424	25,931		
3,435	19,263		
3,446	18,522		
3,457	19,078		
3,467	21,301		
3,478	24,264		
3,49	18,893		
3,501	7,038		
3,511	12,04		
3,522	23,523		
3,535	17,967		
3,548	13,892		
3,561	28,895		
3,572	19,819		
3,583	18,152		
3,595	19,448		
3,605	19,448		
3,616	2,593		
3,627	-6,853		
3,638	-3,704		
3,649	17,781		
3,659	25,376		
3,672	27,784		
3,683	20,189		
3,695	15,003		
3,706	20,375		
3,717	18,893		
3,728	10,373		
3,739	4,075		
3,749	-0,556		
3,76	-1,667		
3,772	-0,37		
3,783	7,038		
3,794	13,151		
3,804	1,667		
3,816	7,038		
3,828	-1,297		
3,84	-7,409		
3,85	-6,483		
3,862	-17,596		
3,873	-18,893		
3,884	-10,373		
3,897	-2,964		
3,909	12,225		
3,921	24,635		
3,933	24,635		
3,944	23,894		
3,955	26,117		
3,967	21,856		
3,98	24,264		
3,993	31,303		
4,006	23,894		
4,021	-12,04		
4,035	-10,373		
4,049	6,668		
4,062	20,56		
4,075	10,187		
4,088	20,745		
4,101	30,747		
4,112	26,857		
4,124	25,005		
4,136	28,154		
4,15	15,374		
4,162	13,151		
4,176	9,817		
4,189	21,671		
4,202	21,671		
4,216	9,632		
4,231	5,371		
4,244	4,075		
4,257	0		
4,27	0		
4,283	-5,557		
4,294	2,408		
4,305	11,299		
4,317	26,487		
4,328	12,966		
4,34	-3,334		
4,353	-13,336		
4,364	-2,223		
4,375	5,001		
4,388	-2,778		
4,4	0,741		
4,413	5,001		
4,427	16,67		
4,441	29,08		
4,456	24,264		
4,47	13,336		
4,484	-3,149		
4,496	4,631		
4,51	12,966		
4,521	19,263		
4,534	15,188		
4,545	19,263		
4,558	14,262		
4,569	13,151		
4,581	20,56		
4,592	5,186		
4,603	5,186		
4,614	-9,076		
4,625	0,185		
4,637	15,559		
4,649	10,373		
4,66	-0,741		
4,672	3,704		
4,683	20,375		
4,693	27,228		
4,704	24,264		
4,715	15,188		
4,727	6,298		
4,738	27,043		
4,75	27,598		
4,761	23,153		
4,772	22,227		
4,785	14,633		
4,798	15,003		
4,812	14,262		
4,824	-3,519		
4,839	-10,928		
4,851	16,67		
4,863	19,263		
4,876	20,56		
4,888	18,708		
4,899	26,857		
4,911	30,562		
4,922	29,08		
4,933	31,673		
4,945	32,785		
4,957	20,745		
4,968	8,15		
4,98	-3,519		
4,993	-9,076		
5,005	-2,593		
5,016	10,558		
5,027	26,672		
5,04	25,005		
5,052	22,227		
5,066	0,741		
5,079	-5,557		
5,09	-6,483		
5,104	9,261		
5,117	27,413		
5,13	30,562		
5,144	22,412		
5,157	19,263		
5,169	19,448		
5,181	13,336		
5,192	0,37		
5,204	-0,185		
5,215	14,633		
5,226	30,747		
5,238	28,71		
5,249	30,562		
5,261	27,228		
5,272	23,523		
5,284	24,079		
5,295	28,895		
5,306	35,007		
5,319	29,265		
5,333	23,338		
5,345	19,078		
5,357	15,744		
5,371	4,631		
5,384	7,038		
5,401	14,447		
5,415	23,523		
5,428	19,634		
5,441	21,115		
5,454	29,08		
5,468	26,302		
5,481	15,188		
5,493	24,82		
5,506	15,744		
5,519	-6,112		
5,532	8,15		
5,545	18,708		
5,558	18,893		
5,571	15,188		
5,583	18,893		
5,596	18,893		
5,61	12,04		
5,625	20,56		
5,638	34,637		
5,652	33,896		
5,667	32,044		
5,681	15,744		
5,696	17,041		
5,711	16,3		
5,723	22,597		
5,735	17,781		
5,747	13,707		
5,761	13,892		
5,775	0,185		
5,787	0,926		
5,801	4,816		
5,815	28,154		
5,827	29,08		
5,838	32,414		
5,851	29,821		
5,864	22,227		
5,877	16,485		
5,888	20,004		
5,9	20,189		
5,911	24,635		
5,922	31,673		
5,934	31,673		
5,947	28,339		
5,96	35,563		
5,973	30,006		
5,987	18,893		
6	16,3		
6,012	21,301		
6,026	15,188		
6,038	-2,964		
6,051	27,413		
6,064	24,264		
6,077	28,339		
6,09	17,967		
6,104	19,634		
6,117	11,113		
6,13	10,743		
6,143	18,337		
6,155	9,076		
6,167	-3,89		
6,178	-5,557		
6,191	-0,741		
6,204	21,671		
6,219	17,781		
6,234	12,78		
6,247	-5,001		
6,26	-5,001		
6,272	-0,37		
6,285	10,002		
6,298	24,449		
6,309	22,597		
6,32	25,19		
6,335	18,708		
6,351	19,448		
6,364	16,485		
6,377	18,522		
6,389	14,077		
6,402	0		
6,415	2,778		
6,428	-5,742		
6,441	7,224		
6,455	20,375		
6,468	23,338		
6,48	31,858		
6,493	22,782		
6,505	22,782		
6,516	18,337		
6,529	14,818		
6,543	13,521		
6,558	20,745		
6,571	25,931		
6,583	25,746		
6,596	25,746		
6,609	12,966		
6,623	17,596		
6,636	20,56		
6,649	11,669		
6,661	0,185		
6,673	0		
6,684	12,966		
6,697	28,524		
6,708	33,34		
6,719	35,563		
6,731	30,377		
6,743	7,594		
6,756	0,741		
6,768	16,485		
6,78	26,117		
6,792	31,303		
6,804	32,414		
6,817	22,968		
6,83	29,451		
6,843	16,485		
6,856	-5,742		
6,87	-8,15		
6,883	-5,001		
6,894	17,967		
6,905	25,931		
6,917	9,076		
6,931	6,112		
6,944	23,894		
6,957	27,413		
6,97	27,413		
6,982	29,08		
6,997	32,97		
7,01	20,56		
7,022	11,854		
7,035	-7,594		
7,048	0,556		
7,061	10,187		
7,074	13,336		
7,087	21,856		
7,099	24,449		
7,112	25,561		
7,125	23,709		
7,138	23,894		
7,153	14,262		
7,165	15,559		
7,177	27,043		
7,189	20,375		
7,2	5,371		
7,211	0		
7,224	-2,778		
7,237	-7,409		
7,25	7,779		
7,261	7,779		
7,272	21,856		
7,285	22,782		
7,295	24,449		
7,307	21,301		
7,319	20,93		
7,33	24,264		
7,342	22,042		
7,353	18,337		
7,364	6,668		
7,376	2,593		
7,387	-0,37		
7,399	5,742		
7,41	18,152		
7,42	21,301		
7,432	24,079		
7,443	26,487		
7,455	30,747		
7,465	36,859		
7,478	25,746		
7,49	10,373		
7,503	8,335		
7,516	11,299		
7,529	9,261		
7,542	14,077		
7,556	18,152		
7,569	-2,408		
7,582	-6,112		
7,594	-6,112		
7,606	6,112		
7,617	27,598		
7,628	31,303		
7,642	32,97		
7,657	30,191		
7,669	20,56		
7,681	5,371		
7,694	-5,742		
7,708	1,297		
7,721	-3,149		
7,732	6,853		
7,744	17,967		
7,755	14,818		
7,767	12,78		
7,78	13,336		
7,793	11,113		
7,804	0,926		
7,816	-12,225		
7,829	-18,522		
7,84	-4,631		
7,851	10,373		
7,864	-7,038		
7,878	-17,781		
7,894	-15,374		
7,907	0,556		
7,92	7,965		
7,933	7,965		
7,946	8,15		
7,959	16,114		
7,971	1,111		
7,982	9,446		
7,994	13,892		
8,005	11,669		
8,017	8,52		
8,027	13,707		
8,039	17,967		
8,05	16,114		
8,063	16,67		
8,076	14,447		
8,089	15,374		
8,102	10,928		
8,115	-12,04		
8,128	-11,113		
8,141	5,742		
8,154	-1,667		
8,167	12,41		
8,18	18,893		
8,191	1,852		
8,203	-13,521		
8,214	-23,338		
8,227	-18,152		
8,244	1,852		
8,258	1,852		
8,271	13,151		
8,284	19,448		
8,297	14,633		
8,31	14,633		
8,323	11,113		
8,336	2,408		
8,348	-15,374		
8,361	-16,67		
8,374	-17,967		
8,387	4,631		
8,4	16,3		
8,412	11,484		
8,425	0		
8,438	-2,037		
8,451	5,927		
8,463	12,966		
8,474	10,373		
8,486	10,187		
8,499	1,667		
8,512	-1,667		
8,526	-2,778		
8,54	-14,077		
8,552	-9,446		
8,563	5,557		
8,575	12,41		
8,586	16,485		
8,598	16,485		
8,61	17,967		
8,623	17,411		
8,636	12,966		
8,648	13,151		
8,66	13,707		
8,673	10,187		
8,685	12,225		
8,699	15,744		
8,712	16,855		
8,725	12,966		
8,738	-18,893		
8,751	-19,448		
8,764	-24,264		
8,777	-14,447		
8,79	-5,927		
8,803	2,037		
8,815	8,15		
8,826	1,482		
8,838	11,669		
8,854	11,669		
8,868	16,114		
8,882	3,334		
8,895	1,111		
8,908	-2,408		
8,921	3,519		
8,934	6,112		
8,946	5,371		
8,959	-5,001		
8,972	-10,187		
8,985	-13,707		
8,997	-7,965		
9,01	1,852		
9,023	26,487		
9,036	10,928		
9,049	-5,927		
9,062	-11,299		
9,075	-0,37		
9,088	11,484		
9,101	25,931		
9,114	26,672		
9,127	21,115		
9,14	12,966		
9,152	2,964		
9,164	-4,26		
9,175	-12,966		
9,19	-0,926		
9,203	5,927		
9,215	7,224		
9,226	-13,521		
9,239	-12,41		
9,251	-6,668		
9,261	-6,668		
9,273	-0,741		
9,284	0,185		
9,296	-7,224		
9,309	-10,743		
9,322	9,261		
9,334	14,447		
9,347	17,967		
9,36	15,003		
9,373	13,336		
9,386	-0,37		
9,399	-11,299		
9,412	-11,299		
9,425	4,075		
9,437	8,706		
9,45	6,668		
9,463	7,409		
9,476	6,853		
9,489	2,778		
9,502	12,78		
9,514	14,262		
9,527	-1,297		
9,54	1,482		
9,553	-0,185		
9,566	19,078		
9,579	15,559		
9,592	15,559		
9,605	11,113		
9,618	6,668		
9,63	4,816		
9,644	14,262		
9,657	15,003		
9,67	5,186		
9,682	10,743		
9,694	13,892		
9,706	11,669		
9,717	8,52		
9,729	-12,41		
9,742	-2,223		
9,752	9,632		
9,764	15,188		
9,775	13,521		
9,787	16,114		
9,798	16,67		
9,809	5,742		
9,821	2,778		
9,832	-0,37		
9,844	5,186		
9,854	14,262		
9,866	13,892		
9,877	14,447		
9,889	3,89		
9,9	6,853		
9,912	9,446		
9,925	12,41		
9,938	16,3		
9,951	13,892		
9,963	3,89		
9,975	-16,855		
9,986	-7,779		
9,996	-9,446		
10,008	-15,744		
10,019	-12,225		
10,03	-2,408		
10,041	8,52		
10,053	2,223		
10,064	-7,779		
10,075	7,965		
10,086	18,893		
10,098	16,114		
10,108	7,409		
10,12	4,631		
10,13	5,557		
10,143	10,373		
10,156	-2,223		
10,168	6,853		
10,18	15,374		
10,191	-1,482		
10,202	1,111		
10,213	-5,742		
10,225	4,445		
10,236	10,373		
10,246	13,892		
10,258	13,892		
10,268	18,522		
10,28	23,523		
10,29	22,227		
10,303	4,816		
10,316	2,037		
10,329	-2,408		
10,341	-10,928		
10,352	-14,633		
10,366	-10,928		
10,379	-17,596		
10,392	-21,486		
10,405	-18,522		
10,417	16,485		
10,43	18,152		
10,443	5,927		
10,456	-4,816		
10,467	-16,114		
10,48	-14,262		
10,491	-7,779		
10,502	2,037		
10,515	11,113		
10,527	15,003		
10,539	17,411		
10,551	-10,373		
10,564	-13,892		
10,576	-3,519		
10,589	3,89		
10,602	14,818		
10,616	28,154		
10,629	23,338		
10,639	10,187		
10,651	23,338		
10,662	19,634		
10,677	15,374		
10,69	10,558		
10,703	13,892		
10,717	9,817		
10,729	10,373		
10,743	16,3		
10,755	27,969		
10,768	27,043		
10,781	12,04		
10,794	6,668		
10,807	12,41		
10,822	7,038		
10,835	10,928		
10,847	12,04		
10,859	15,374		
10,87	4,445		
10,882	2,037		
10,893	12,78		
10,905	15,188		
10,918	11,854		
10,929	15,003		
10,941	14,077		
10,954	-5,186		
10,967	-11,299		
10,98	-4,075		
10,993	5,001		
11,005	13,892		
11,016	15,559		
11,03	17,781		
11,043	-12,966		
11,055	-16,114		
11,068	-8,15		
11,082	11,854		
11,095	11,854		
11,11	2,964		
11,124	9,446		
11,139	6,483		
11,151	6,668		
11,164	-0,185		
11,177	7,038		
11,19	13,151		
11,203	17,967		
11,216	9,817		
11,229	-15,559		
11,242	-14,447		
11,255	-14,447		
11,266	8,706		
11,277	8,15		
11,289	11,669		
11,3	15,188		
11,312	18,522		
11,322	12,225		
11,334	13,521		
11,345	16,855		
11,357	17,967		
11,367	25,005		
11,38	22,597		
11,394	19,263		
11,408	14,633		
11,419	20,375		
11,432	16,67		
11,445	6,668		
11,46	12,966		
11,473	5,371		
11,488	5,927		
11,504	-7,779		
11,518	-11,669		
11,53	1,667		
11,543	12,78		
11,557	4,631		
11,57	-12,78		
11,584	0		
11,597	12,41		
11,609	11,113		
11,62	2,037		
11,632	-9,261		
11,645	-22,782		
11,656	-2,593		
11,667	-4,075		
11,679	-14,818		
11,693	-16,114		
11,706	-10,002		
11,72	17,596		
11,734	16,3		
11,747	16,114		
11,759	20,745		
11,773	8,891		
11,786	-0,185		
11,799	-10,373		
11,811	5,001		
11,824	-2,037		
11,838	-5,186		
11,85	-1,482		
11,863	6,853		
11,876	15,374		
11,889	17,411		
11,902	15,559		
11,914	13,336		
11,927	14,447		
11,941	21,115		
11,953	14,077		
11,966	18,708		
11,979	13,892		
11,991	8,891		
12,004	15,188		
12,017	7,224		
12,03	2,223		
12,043	-5,927		
12,056	-2,778		
12,069	-10,558		
12,082	-10,002		
12,095	-4,075		
12,107	0		
12,119	-9,632		
12,13	-3,89		
12,143	5,186		
12,155	5,927		
12,168	16,114		
12,181	16,3		
12,194	8,891		
12,205	5,371		
12,216	7,224		
12,228	5,557		
12,241	3,89		
12,252	3,89		
12,264	2,223		
12,277	11,113		
12,29	14,077		
12,303	-0,185		
12,316	-10,558		
12,329	-16,67		
12,341	2,778		
12,352	9,261		
12,364	6,668		
12,376	6,298		
12,387	7,038		
12,399	15,374		
12,41	9,817		
12,422	4,816		
12,434	3,519		
12,445	3,704		
12,457	3,704		
12,469	-5,927		
12,48	-12,595		
12,494	-15,744		
12,507	-10,928		
12,518	-0,741		
12,528	16,485		
12,54	15,374		
12,552	5,557		
12,563	10,002		
12,575	17,596		
12,588	17,596		
12,601	16,67		
12,613	16,67		
12,629	27,228		
12,642	14,262		
12,655	17,226		
12,668	9,632		
12,681	14,262		
12,694	12,225		
12,707	-7,038		
12,72	-14,633		
12,732	-2,223		
12,745	16,3		
12,758	15,003		
12,77	8,706		
12,781	9,076		
12,794	-12,595		
12,808	-12,78		
12,82	-8,335		
12,833	2,778		
12,845	-10,928		
12,857	-6,668		
12,868	3,704		
12,879	8,335		
12,892	14,447		
12,905	18,708		
12,918	14,633		
12,931	14,447		
12,943	17,596		
12,954	23,153		
12,966	21,486		
12,978	13,151		
12,991	3,89		
13,005	-3,519		
13,017	2,593		
13,028	7,409		
13,04	-11,299		
13,052	-4,26		
13,063	7,965		
13,075	24,82		
13,087	25,005		
13,101	18,522		
13,114	11,484		
13,126	9,817		
13,139	-7,224		
13,152	-21,671		
13,164	-11,484		
13,175	2,778		
13,186	1,852		
13,199	11,113		
13,211	19,819		
13,223	8,52		
13,235	12,78		
13,248	12,78		
13,261	3,149		
13,274	-3,334		
13,287	6,853		
13,299	5,557		
13,311	16,485		
13,324	19,078		
13,336	9,261		
13,348	8,335		
13,36	18,708		
13,37	22,412		
13,382	22,227		
13,393	20,93		
13,403	11,299		
13,415	6,853		
13,425	6,483		
13,437	0,741		
13,448	-15,003		
13,459	5,742		
13,47	-1,852		
13,481	5,371		
13,492	10,558		
13,504	10,558		
13,514	9,632		
13,525	17,596		
13,537	13,892		
13,548	-6,483		
13,559	-13,892		
13,572	10,373		
13,586	10,373		
13,599	17,226		
13,611	9,261		
13,623	13,707		
13,636	7,038		
13,649	-0,556		
13,662	-1,297		
13,672	-11,299		
13,684	-18,337		
13,695	-7,594		
13,708	4,445		
13,719	8,15		
13,732	12,225		
13,743	9,632		
13,754	15,929		
13,769	-2,037		
13,783	-10,743		
13,797	5,557		
13,81	18,337		
13,823	17,781		
13,836	15,744		
13,849	23,153		
13,861	8,891		
13,871	1,482		
13,883	-12,41		
13,895	-16,114		
13,906	-17,781		
13,918	-17,781		
13,929	-15,003		
13,941	9,817		
13,953	25,746		
13,966	14,818		
13,979	-1,852		
13,995	4,075		
14,007	4,631		
14,02	7,965		
14,033	3,334		
14,046	5,371		
14,057	4,075		
14,07	1,297		
14,082	4,26		
14,094	3,89		
14,104	2,593		
14,119	7,965		
14,133	2,778		
14,145	5,001		
14,156	4,075		
14,169	0		
14,182	7,038		
14,197	13,707		
14,211	-10,002		
14,225	-14,447		
14,237	-2,408		
14,25	9,817		
14,262	-4,075		
14,275	-15,744		
14,286	-17,041		
14,299	-10,743		
14,312	10,373		
14,325	16,67		
14,336	22,782		
14,348	18,708		
14,361	-2,778		
14,373	0,37		
14,384	-7,038		
14,396	5,001		
14,408	23,153		
14,421	23,523		
14,433	13,521		
14,445	19,448		
14,457	13,151		
14,469	2,037		
14,48	10,002		
14,491	20,189		
14,503	22,042		
14,516	7,594		
14,528	-0,741		
14,541	-9,076		
14,555	-7,779		
14,569	15,559		
14,582	15,559		
14,597	17,967		
14,608	6,483		
14,623	3,149		
14,634	-1,111		
14,646	-9,817		
14,659	7,224		
14,672	11,113		
14,686	15,003		
14,7	17,596		
14,714	-7,409		
14,726	-16,855		
14,739	-10,002		
14,752	-12,41		
14,763	-18,152		
14,777	-23,153		
14,789	-14,818		
14,803	6,668		
14,816	15,003		
14,831	16,855		
14,845	11,484		
14,858	4,075		
14,871	-3,89		
14,885	-1,482		
14,898	14,077		
14,911	14,077		
14,924	8,706		
14,937	6,483		
14,95	5,557		
14,962	-5,001		
14,974	-1,111		
14,986	-1,852		
14,998	-8,52		
15,012	4,445		
15,024	12,225		
15,039	14,818		
15,053	6,483		
15,068	-1,852		
15,081	-2,964		
15,095	-10,743		
15,11	-30,006		
15,123	-23,894		
15,136	-8,706		
15,149	4,26		
15,161	-9,261		
15,174	-18,522		
15,187	-5,186		
15,2	1,297		
15,213	4,26		
15,226	4,075		
15,239	5,001		
15,25	5,001		
15,262	6,112		
15,275	0,37		
15,289	9,446		
15,302	2,223		
15,315	-19,078		
15,328	-13,151		
15,341	6,853		
15,354	18,522		
15,367	0,741		
15,38	-4,631		
15,393	1,482		
15,405	9,817		
15,418	-3,89		
15,432	-7,409		
15,445	-2,778		
15,459	6,112		
15,471	3,149		
15,484	-7,224		
15,497	-6,298		
15,509	14,818		
15,523	17,967		
15,536	6,853		
15,549	-0,741		
15,562	6,298		
15,575	6,298		
15,585	9,446		
15,597	13,892		
15,61	-0,556		
15,623	5,927		
15,635	16,114		
15,648	16,67		
15,662	3,334		
15,675	15,744		
15,689	4,631		
15,704	-2,593		
15,717	15,744		
15,73	15,374		
15,743	-1,297		
15,756	-4,631		
15,768	-19,263		
15,78	-7,594		
15,791	2,593		
15,804	11,113		
15,818	24,079		
15,829	15,188		
15,842	9,261		
15,854	7,965		
15,865	10,928		
15,876	6,668		
15,887	-10,743		
15,899	11,113		
15,91	11,113		
15,921	15,559		
15,932	6,853		
15,943	3,149		
15,954	6,112		
15,966	18,893		
15,976	19,634		
15,988	15,188		
15,998	-1,297		
16,01	-5,742		
16,023	-20,375		
16,037	-14,818		
16,049	-11,299		
16,062	-12,78		
16,075	-5,742		
16,087	2,593		
16,098	5,742		
16,11	9,817		
16,12	-0,741		
16,132	2,037		
16,143	4,445		
16,155	7,965		
16,167	-2,408		
16,178	-15,744		
16,192	-16,114		
16,203	-4,816		
16,214	1,667		
16,225	-7,409		
16,238	-3,89		
16,25	12,225		
16,264	17,411		
16,276	14,077		
16,289	16,67		
16,302	10,373		
16,316	0,37		
16,329	16,114		
16,343	12,04		
16,355	5,742		
16,367	10,002		
16,379	2,593		
16,39	6,853		
16,403	8,15		
16,416	14,447		
16,428	21,115		
16,439	1,482		
16,452	-20,56		
16,465	-15,374		
16,479	-12,595		
16,492	0,741		
16,506	-9,076		
16,517	-10,002		
16,532	-20,375		
16,544	-17,411		
16,557	-1,667		
16,57	-13,707		
16,584	-13,707		
16,596	-16,67		
16,608	-2,223		
16,62	2,037		
16,633	-3,704		
16,648	0,185		
16,66	3,149		
16,674	9,446		
16,686	-9,261		
16,698	-10,558		
16,712	13,892		
16,725	18,708		
16,737	14,818		
16,748	-11,854		
16,761	-13,336		
16,772	-17,781		
16,784	-19,263		
16,796	-2,593		
16,807	6,483		
16,819	14,633		
16,831	16,855		
16,845	3,519		
16,858	9,261		
16,87	11,484		
16,883	10,743		
16,896	17,041		
16,909	17,041		
16,922	17,041		
16,935	3,519		
16,948	2,778		
16,96	11,113		
16,974	17,781		
16,987	6,853		
17	1,852		
17,014	2,408		
17,026	8,891		
17,039	9,817		
17,052	-0,37		
17,065	-7,409		
17,078	-5,371		
17,091	-0,185		
17,104	7,965		
17,117	10,928		
17,128	5,001		
17,142	2,964		
17,156	12,41		
17,17	-3,334		
17,183	-7,594		
17,198	1,667		
17,212	0,185		
17,226	6,483		
17,238	13,336		
17,25	13,336		
17,262	5,186		
17,274	1,482		
17,288	0,37		
17,302	1,482		
17,315	6,483		
17,328	12,966		
17,338	16,3		
17,351	5,742		
17,364	15,003		
17,378	12,595		
17,39	13,707		
17,404	13,892		
17,416	-19,819		
17,429	-19,078		
17,442	-9,076		
17,455	1,852		
17,468	14,262		
17,482	3,704		
17,496	-6,112		
17,508	-2,964		
17,52	2,408		
17,53	6,483		
17,545	-2,593		
17,558	1,852		
17,57	-0,556		
17,583	-3,704		
17,596	-4,075		
17,61	-3,89		
17,622	5,186		
17,634	9,632		
17,645	12,225		
17,656	11,299		
17,669	6,112		
17,68	4,26		
17,692	10,558		
17,703	10,373		
17,713	12,966		
17,727	8,15		
17,739	13,151		
17,753	18,522		
17,767	12,225		
17,779	3,519		
17,792	-2,037		
17,805	-1,482		
17,817	-7,038		
17,831	-10,928		
17,845	-13,151		
17,855	4,631		
17,869	4,445		
17,883	5,371		
17,895	7,965		
17,907	-1,667		
17,919	-11,484		
17,93	-12,04		
17,942	-8,706		
17,953	10,558		
17,965	15,559		
17,977	13,151		
17,988	13,151		
18,001	8,706		
18,014	16,114		
18,027	20,93		
18,032	25,376		
18,032	17,226		
18,032	10,558		
18,032	9,817		
18,032	12,225		
18,032	2,223		
18,032	-3,149		
18,032	7,409		
18,032	10,187		
18,032	18,522		
18,032	6,298		
18,032	-4,816		
18,032	-10,743		
18,032	-8,891		
18,032	-12,04		
18,032	-6,483		
18,032	5,557		
18,032	9,632		
18,032	16,485		
18,032	26,302		
18,032	26,857		
18,032	13,892		
18,032	14,633		
18,032	5,001		
18,032	4,075		
18,032	-0,556		
18,032	0,185		
18,032	-2,223		
18,032	-0,556		
18,032	-3,519		
18,032	-8,706		
18,032	-11,484		
18,032	-15,559		
18,032	-7,224		
18,032	-0,37		
18,032	-3,334		
18,032	-3,519		
18,032	6,483		
18,032	14,447		
18,032	13,892		
18,032	8,706		
18,032	-3,704		
18,032	-3,704		
18,032	-6,298		
18,032	6,298		
18,032	8,15		
18,032	18,893		
18,032	18,152		
18,032	16,485		
18,032	3,704		
18,032	-2,778		
18,032	-5,742		
18,032	-3,704		
18,032	4,445		
18,032	-0,37		
18,032	0,741		
18,032	0		
18,032	10,187		
18,032	23,894		
18,032	25,005		
18,032	32,599		
18,032	34,452		
18,032	31,118		
18,032	16,485		
18,032	18,152		
18,032	22,968		
18,032	22,227		
18,032	13,521		
18,032	17,226		
18,032	22,782		
18,032	12,225		
18,032	12,225		
18,032	-1,667		
18,032	-3,519		
18,032	-4,075		
18,032	6,668		
18,032	9,817		
18,032	13,892		
18,032	9,261		
18,032	2,223		
18,032	5,001		
18,032	7,224		
18,032	7,224		
18,032	16,114		
18,032	20,93		
18,032	22,597		
18,032	16,485		
18,032	22,227		
18,032	22,968		
18,032	27,228		
18,032	25,746		
18,032	26,857		
18,032	27,598		
18,032	15,374		
18,032	8,891		
18,032	8,335		
18,032	8,15		
18,032	25,746		
18,032	25,746		
18,032	23,153		
18,032	15,188		
18,032	17,967		
18,032	21,486		
18,032	17,041		
18,032	16,485		
18,032	15,003		
18,032	4,445		
18,032	-6,853		
18,032	-12,04		
18,032	-14,077		
18,032	-5,557		
18,032	-6,112		
18,032	-5,557		
18,032	2,778		
18,032	7,965		
18,032	-2,037		
18,032	-2,223		
18,032	-5,371		
18,032	-3,89		
18,032	-2,593		
18,032	8,706		
18,032	5,557		
18,032	-1,852		
18,032	8,335		
18,032	2,408		
18,032	8,706		
18,032	8,706		
18,032	7,594		
18,032	-0,741		
18,032	2,223		
18,032	19,078		
18,032	20,93		
18,032	18,337		
18,032	22,782		
18,032	27,228		
18,032	24,264		
18,032	25,376		
18,032	25,931		
18,032	30,377		
18,032	30,747		
18,032	36,304		
18,032	31,118		
18,032	27,043		
18,032	16,114		
18,032	4,075		
18,032	5,742		
18,032	15,188		
18,032	23,894		
18,032	20,375		
18,032	18,893		
18,032	17,041		
18,032	14,633		
18,032	14,633		
18,032	14,262		
18,032	8,891		
